Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,836,Referral orders,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,177,Reparation orders,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,1768,Supervision order,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,176,Youth court procedures,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,173,Youth justice - final warning,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,174,Youth justice - implementation of orders,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,1695,Youth justice plan,Service
22,Youth offending,,2013-04-03,2013-04-03,,Function,16,Community safety,Community safety,,contains,1598,Youth Rehabilitation Order,Service
23,Education and learning,,2013-04-03,2013-04-03,,Function,,,,,,,,
24,Adult education and lifelong learning,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,27,Adult education courses,Service
24,Adult education and lifelong learning,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,453,Sports coaching,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,1601,Book start,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,19,Childcare out of school hours,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,1680,Childcare sufficiency assessment,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,21,Childminders,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,20,Childminding,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,1741,Early education for 2 year olds,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,12,Nursery school places,Service
25,Early years and childcare,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,18,School holiday schemes,Service
26,Educational support,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,,,,
134,Alternative education provision,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1765,Alternative provision of education,Service
134,Alternative education provision,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1,Home schooling,Service
134,Alternative education provision,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1766,Pupil referral unit,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1090,Education in hospital,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1507,Head lice,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1761,Parenting contract,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,7,"Psychological, psychiatric or social work services in schools",Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,35,School attendance and truancy,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,37,School catering,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1459,School health and safety,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,889,School health promotion,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,890,School nursing,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,5,Supervised medication in school,Service
135,Health and welfare at school,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,736,Teenage pregnancy,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,896,Behaviour development,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,895,Citizenship education,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,6,Language and cultural support in school,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,628,Learning mentors,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,627,Mentoring schemes,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,42,School book purchase schemes,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1089,School breakfast clubs,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,891,School transport,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,892,Support for gifted children,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,1394,Support when leaving education,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,894,Transition between schools,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,737,Traveller children support,Service
136,Pupil development and support,,2016-09-12,2016-09-12,Added in March 2016 review,Function,26,Educational support,Education and learning,Educational support,contains,52,Work experience placements,Service
27,Higher education,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,1614,16 to 19 bursary fund,Service
27,Higher education,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,contains,1135,Education transport for 16-19 year olds,Service
28,Schools,,2013-04-03,2013-04-03,,Function,23,Education and learning,Education and learning,,,,,
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,49,Education consultations,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,34,Exclusion of school pupils,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1704,Home school agreement,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1699,Local curriculum,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1436,Permitted absence from school,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,31,School assessment  and performance,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,886,School bullying and harassment policy,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1140,School closures,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,630,School complaints procedure,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,32,School curriculum,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,29,School governors,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,15,School pupil records,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1767,School register of attendance,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1454,School regulations and disciplinary procedures,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,1764,School session times,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,36,School term and holiday dates,Service
138,Curriculum and policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,28,Schools,Education and learning,Schools,contains,33,Schools development plans,Service
