Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,994,Legal - advice,Service
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1671,Legal - case management,Service
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1669,Legal - contracts,Service
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1670,Legal - judicial review,Service
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,1663,Legal - land and property,Service
117,Legal,,2015-03-17,2015-03-17,,Function,52,Internal operation,"Government, citizens and rights",Internal operation,contains,995,Legal - litigation,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,720,Community strategy,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1621,Corporate - audit and inspection,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1622,Corporate - business planning and strategy,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1151,Corporate - business process improvement,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1623,Corporate - equalities and diversity,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1624,Corporate - health and safety,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1664,Corporate - policies and procedures,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,996,Corporate - retention schedules,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1625,Corporate - workforce plan,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1465,Council  expenditure,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1574,Councillors allowances and expenses,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1702,Members and officers code of conduct,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1577,Open data publication,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,725,Performance measurement and reporting,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1584,Transparency of accounts,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1573,Transparency of senior salaries,Service
53,Policy and performance,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1288,Value for money,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,323,Birth - historical searches,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,320,Birth - re-registering,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,319,Birth registration,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,663,Copy certificates,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,324,Death - historical searches,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,321,Death registration,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,335,Funeral records,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,698,Marriage - historical searches,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1716,Marriage or civil partnership registration,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,874,Marriage renewal,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,873,Naming ceremonies,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,876,Notice of marriage or civil partnership,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,322,Stillbirth registration,Service
54,Registration,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,317,Wedding venues,Service
55,Statistics and census information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,367,Census information,Service
55,Statistics and census information,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,916,Economic information and analysis,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,58,Council tax account enquiries,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,57,Council tax annual notification,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1763,Council tax appeals,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,61,Council tax band reductions,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,59,Council tax discount,Service
56,Taxation,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,60,Council tax exemptions,Service
57,Volunteering and voluntary organisations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1150,Local Involvement Network (LINk),Service
57,Volunteering and voluntary organisations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,1113,Volunteering,Service
57,Volunteering and voluntary organisations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,919,Youth leadership training,Service
57,Volunteering and voluntary organisations,,2013-04-03,2013-04-03,,Function,42,"Government, citizens and rights","Government, citizens and rights",,contains,629,Youth project volunteering,Service
58,Health and social care,,2013-04-03,2013-04-03,,Function,,,,,,,,
59,Adult services,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1757,Adult care plan,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1743,Care Act 2014 implementation,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1283,Care ambassadors,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,242,Care at home,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,209,Care needs assessment,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,232,Client contact problems,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,833,Leaving hospital,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1284,Mental health support,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,312,Out of hours social care,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1759,Register of sight impaired and disabled adults,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1758,Safeguarding adults board,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,731,Safeguarding vulnerable adults,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,309,Socal services - adults with incapacity,Service
148,Adult social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1756,Social care financial assessment,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,147,Assisted garden maintenance,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,313,Community alarms and Telecare,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,287,Direct payments,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,178,Disabled people - home adaptations and aids,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,271,Incontinence laundry service,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,204,Independence support for disabled people,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,315,Mobile meals,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1373,Needle exchange,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,180,Occupational therapy,Service
149,Equipment and supporting services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,205,Specialist equipment for disabled people,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,728,Advocacy for social care clients,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,727,Alcohol advice and support,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,163,Counselling,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,239,Disabled people - employment and training schemes,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,730,Drugs advice and support,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,200,Hospitalisation - pet care,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,917,Management of personal financial affairs,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1794,Skills for living,Service
150,Help and advice for adults,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,169,Translation and interpreting,Service
151,Residential care and housing,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,293,Adult hospice care,Service
151,Residential care and housing,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,1121,Adult placement,Service
151,Residential care and housing,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,292,Adult residential care,Service
151,Residential care and housing,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,229,Shared care for adults,Service
151,Residential care and housing,,2016-09-12,2016-09-12,Added in March 2016 review,Function,59,Adult services,Health and social care,Adult services,contains,107,Sheltered housing,Service
60,"Care homes, supported and sheltered housing",,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,225,Adult carers,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,162,Advocacy for carers,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,732,Alternative care providers,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,1437,Carers allowance,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,1755,Carers assessment,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,298,Carers support groups,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,227,Respite care for adults,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,1790,Short breaks,Service
61,Carers,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,300,Young carers support,Service
63,Children and family care,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,266,Child protection,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,310,Child protection orders,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1678,Children's Trust Board,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,878,Common Assessment Framework,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,264,Hospice care for children and young people,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,263,Residential care for children and young people,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,260,Respite care for children and young people,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1760,Safeguarding Children Board,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,261,Shared care for children and young people,Service
152,Children and young people social care,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1721,Special guardianship order,Service
153,Fostering and adoption,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,160,Adoption,Service
153,Fostering and adoption,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,159,Fostering,Service
153,Fostering and adoption,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1781,Staying put arrangement,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1769,Care order,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1723,Care plan,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1282,Educational support for looked after children,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1722,Independent visitors for looked after children,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,840,Support for children in care,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,918,Support for young people leaving care,Service
154,Looked after children,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1281,Supported employment for looked after children,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,700,Advice for young people,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,631,Chaperone service,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1780,Child assessment order,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1726,Child employment registration,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1676,Child poverty needs assessment,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1677,Child poverty strategy,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,837,Children and young people - preventative services,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,53,Children's centres,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1579,Family information services,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,831,Family support groups,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,246,HIV / AIDS support for children and young people,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1772,Integrated family support,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1787,Sensory rooms,Service
155,Support for children and young people,,2016-09-12,2016-09-12,Added in March 2016 review,Function,63,Children and family care,Health and social care,Children and family care,contains,1788,"Speech, language and communication therapy",Service
62,Community centres and facilities,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,296,Community and day centres,Service
62,Community centres and facilities,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,1149,Community centres,Service
62,Community centres and facilities,,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,contains,297,Community support groups and organisations,Service
64,"Doctors, GPs and hospitals",,2013-04-03,2013-04-03,,Function,58,Health and social care,Health and social care,,,,,
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1728,Autism strategy,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1775,Bathing waters ,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1748,Child measurement,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,924,Childhood immunisation,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1749,Contraception,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,199,Health advice,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1688,Health and wellbeing strategy,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1747,Health checks,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,202,HIV / AIDS support for adults,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,435,Infectious disease investigation,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,927,Midwifery and maternity services,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1745,Public health strategic needs assessment,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1746,Stopping smoking,Service
65,Public health,,2013-03-04,2013-04-03,Renamed from  'Health and medical advice' in March 2016 review,Function,58,Health and social care,Health and social care,,contains,1776,Water fluoridation schemes,Service
66,Housing,,2013-04-03,2013-04-03,,Function,,,,,,,,
67,Council and community housing,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,,,,
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,86,Allocated council homes,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,711,Change of housing tenancy,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1698,Demoted tenancy,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1619,Ending housing tenancy,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,712,Furnished tenancies,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,89,Housing allocation system,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,117,Housing evictions,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,911,Housing referrals,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,713,Introductory council tenancies,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,88,Mutual home exchange,Service
156,Housing allocation,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,92,Registering for a council property,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,122,Communal heating charge,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,123,Home contents insurance,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,124,Housing insurance claims,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,120,Housing rent,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,148,Housing rent setting,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1771,Housing service charges,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,119,Late tenancy arrears,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,116,Rent arrears,Service
157,Housing finance,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,151,Right to buy your home,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1123,Affordable housing,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,913,Empty residential properties,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,85,Hard to let properties,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,912,House clearance and re-housing,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,87,Housing association  nomination and registration,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1777,Housing transfer to private registered provider,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1720,Shared home ownership,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,868,Social housing policy,Service
158,Housing policy,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,101,Unauthorised house occupants,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1142,Caretaking,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,115,Garage lettings,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1796,Gas safety inspection,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,91,Housing tenant support,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,157,Property deeds,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,654,Tenant housing alterations,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,1012,Tenant participation,Service
159,Housing services,,2016-09-12,2016-09-12,Added in March 2016 review,Function,67,Council and community housing,Housing,Council and community housing,contains,665,Tenant support,Service
68,Homelessness and prevention,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,112,Homelessness support,Service
68,Homelessness and prevention,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,1714,Hostels and emergency accommodation,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,109,Council tenant advice,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,664,Drainage,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,880,Energy efficiency,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,661,Housing and public health,Service
69,Housing advice,,2013-04-03,2013-04-03,,Function,66,Housing,Housing,,contains,110,Housing legal advice,Service
